aro_accession	gene_name	card_short_name	gene_family	resistance_mechanism	drug_class_raw	canonical_class
ARO:3001612	OXA-51	OXA-51	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3001612	OXA-51	OXA-51	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3001612	OXA-51	OXA-51	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005740	OXA-510	OXA-510	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005740	OXA-510	OXA-510	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005741	OXA-511	OXA-511	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005741	OXA-511	OXA-511	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005742	OXA-512	OXA-512	OXA beta-lactamase;OXA-58-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005742	OXA-512	OXA-512	OXA beta-lactamase;OXA-58-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005743	OXA-513	OXA-513	OXA beta-lactamase;OXA-364-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005744	OXA-514	OXA-514	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005744	OXA-514	OXA-514	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005745	OXA-515	OXA-515	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005745	OXA-515	OXA-515	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005746	OXA-516	OXA-516	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005746	OXA-516	OXA-516	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005747	OXA-517	OXA-517	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005747	OXA-517	OXA-517	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005748	OXA-518	OXA-518	OXA beta-lactamase;OXA-493-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005749	OXA-519	OXA-519	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005749	OXA-519	OXA-519	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005750	OXA-520	OXA-520	OXA beta-lactamase;OXA-10-like beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005750	OXA-520	OXA-520	OXA beta-lactamase;OXA-10-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005751	OXA-521	OXA-521	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005751	OXA-521	OXA-521	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005752	OXA-522	OXA-522	OXA beta-lactamase;OXA-213-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005752	OXA-522	OXA-522	OXA beta-lactamase;OXA-213-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005753	OXA-523	OXA-523	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005753	OXA-523	OXA-523	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005754	OXA-524	OXA-524	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005754	OXA-524	OXA-524	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005755	OXA-525	OXA-525	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005755	OXA-525	OXA-525	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005756	OXA-526	OXA-526	OXA beta-lactamase;OXA-213-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005756	OXA-526	OXA-526	OXA beta-lactamase;OXA-213-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005757	OXA-527	OXA-527	OXA beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005758	OXA-528	OXA-528	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005758	OXA-528	OXA-528	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005759	OXA-529	OXA-529	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005759	OXA-529	OXA-529	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3001810	OXA-53	OXA-53	OXA beta-lactamase;OXA-2-like beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3001810	OXA-53	OXA-53	OXA beta-lactamase;OXA-2-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005760	OXA-530	OXA-530	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005760	OXA-530	OXA-530	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005761	OXA-531	OXA-531	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005761	OXA-531	OXA-531	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005762	OXA-532	OXA-532	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005762	OXA-532	OXA-532	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005763	OXA-533	OXA-533	OXA beta-lactamase;OXA-213-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005763	OXA-533	OXA-533	OXA beta-lactamase;OXA-213-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005764	OXA-534	OXA-534	OXA beta-lactamase;OXA-1-like beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3005764	OXA-534	OXA-534	OXA beta-lactamase;OXA-1-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3004362	OXA-535	OXA-535	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3004362	OXA-535	OXA-535	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005765	OXA-536	OXA-536	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005765	OXA-536	OXA-536	OXA beta-lactamase;OXA-51-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005766	OXA-537	OXA-537	OXA beta-lactamase;OXA-134-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3005766	OXA-537	OXA-537	OXA beta-lactamase;OXA-134-like beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3005767	OXA-538	OXA-538	OXA beta-lactamase;OXA-48-like beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
