aro_accession	gene_name	card_short_name	gene_family	resistance_mechanism	drug_class_raw	canonical_class
ARO:3000926	TEM-57	TEM-57	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000926	TEM-57	TEM-57	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000926	TEM-57	TEM-57	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000928	TEM-59	TEM-59	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000928	TEM-59	TEM-59	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000928	TEM-59	TEM-59	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000878	TEM-6	TEM-6	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000878	TEM-6	TEM-6	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000878	TEM-6	TEM-6	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000929	TEM-60	TEM-60	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000929	TEM-60	TEM-60	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000929	TEM-60	TEM-60	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000930	TEM-61	TEM-61	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000930	TEM-61	TEM-61	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000930	TEM-61	TEM-61	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000931	TEM-63	TEM-63	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000931	TEM-63	TEM-63	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000931	TEM-63	TEM-63	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000934	TEM-67	TEM-67	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000934	TEM-67	TEM-67	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000934	TEM-67	TEM-67	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000935	TEM-68	TEM-68	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000935	TEM-68	TEM-68	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000935	TEM-68	TEM-68	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000879	TEM-7	TEM-7	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000879	TEM-7	TEM-7	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000879	TEM-7	TEM-7	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000936	TEM-70	TEM-70	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000936	TEM-70	TEM-70	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000936	TEM-70	TEM-70	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000937	TEM-71	TEM-71	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000937	TEM-71	TEM-71	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000937	TEM-71	TEM-71	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000938	TEM-72	TEM-72	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000938	TEM-72	TEM-72	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000938	TEM-72	TEM-72	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000939	TEM-73	TEM-73	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000939	TEM-73	TEM-73	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000939	TEM-73	TEM-73	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000941	TEM-75	TEM-75	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000941	TEM-75	TEM-75	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000941	TEM-75	TEM-75	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000942	TEM-76	TEM-76	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000942	TEM-76	TEM-76	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000942	TEM-76	TEM-76	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000944	TEM-78	TEM-78	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000944	TEM-78	TEM-78	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000944	TEM-78	TEM-78	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000946	TEM-79	TEM-79	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000946	TEM-79	TEM-79	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000946	TEM-79	TEM-79	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000880	TEM-8	TEM-8	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000880	TEM-8	TEM-8	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000880	TEM-8	TEM-8	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000947	TEM-80	TEM-80	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000947	TEM-80	TEM-80	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000947	TEM-80	TEM-80	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000948	TEM-81	TEM-81	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000948	TEM-81	TEM-81	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000948	TEM-81	TEM-81	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000949	TEM-82	TEM-82	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000949	TEM-82	TEM-82	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000949	TEM-82	TEM-82	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000950	TEM-83	TEM-83	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000950	TEM-83	TEM-83	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000950	TEM-83	TEM-83	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000951	TEM-84	TEM-84	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000951	TEM-84	TEM-84	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000951	TEM-84	TEM-84	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000952	TEM-85	TEM-85	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000952	TEM-85	TEM-85	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000952	TEM-85	TEM-85	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000953	TEM-86	TEM-86	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000953	TEM-86	TEM-86	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000953	TEM-86	TEM-86	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000954	TEM-87	TEM-87	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000954	TEM-87	TEM-87	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000954	TEM-87	TEM-87	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000955	TEM-88	TEM-88	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000955	TEM-88	TEM-88	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000955	TEM-88	TEM-88	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000956	TEM-89	TEM-89	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000956	TEM-89	TEM-89	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000956	TEM-89	TEM-89	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000881	TEM-9	TEM-9	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000881	TEM-9	TEM-9	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000881	TEM-9	TEM-9	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000957	TEM-90	TEM-90	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000957	TEM-90	TEM-90	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000957	TEM-90	TEM-90	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000958	TEM-91	TEM-91	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000958	TEM-91	TEM-91	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000958	TEM-91	TEM-91	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000959	TEM-92	TEM-92	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000959	TEM-92	TEM-92	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000959	TEM-92	TEM-92	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000960	TEM-93	TEM-93	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000960	TEM-93	TEM-93	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000960	TEM-93	TEM-93	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000961	TEM-94	TEM-94	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000961	TEM-94	TEM-94	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000961	TEM-94	TEM-94	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000962	TEM-95	TEM-95	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000962	TEM-95	TEM-95	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000962	TEM-95	TEM-95	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3000963	TEM-96	TEM-96	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000963	TEM-96	TEM-96	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3000963	TEM-96	TEM-96	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3006139	TEM-98	TEM-98	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3006139	TEM-98	TEM-98	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3006139	TEM-98	TEM-98	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3006140	TEM-99	TEM-99	TEM beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3006140	TEM-99	TEM-99	TEM beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3006140	TEM-99	TEM-99	TEM beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3007001	TER-1	TER-1	TER beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007001	TER-1	TER-1	TER beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3007007	TER-2	TER-2	TER beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3007007	TER-2	TER-2	TER beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000561	tet(30)	tet(30)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000476	tet(31)	tet(31)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000196	tet(32)	tet(32)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3000478	tet(33)	tet(33)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3002870	tet(34)	tet(34)	tetracycline inactivation enzyme	antibiotic inactivation;antibiotic target alteration	tetracycline antibiotic	tetracycline antibiotic
ARO:3000481	tet(35)	tet(35)	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000197	tet(36)	tet(36)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3002871	tet(37)	tet(37)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3000565	tet(38)	tet(38)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000566	tet(39)	tet(39)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000567	tet(40)	tet(40)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000569	tet(41)	tet(41)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000572	tet(42)	tet(42)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000573	tet(43)	tet(43)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000556	tet(44)	tet(44)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3003196	tet(45)	tet(45)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004613	tet(47)	tet(47)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004581	tet(48)	tet(48)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004582	tet(49)	tet(49)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004584	tet(50)	tet(50)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004586	tet(51)	tet(51)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004587	tet(52)	tet(52)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004589	tet(53)	tet(53)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004590	tet(54)	tet(54)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004591	tet(55)	tet(55)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004603	tet(56)	tet(56)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3005006	tet(57)	tet(57)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004441	tet(59)	tet(59)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004576	tet(61)	tet(61)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3007492	tet(62)	tet(62)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3007493	tet(63)	tet(63)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3007494	tet(64)	tet(64)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3007838	tet(65)	tet(65)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000165	tet(A)	tet(A)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004032	tetA(46)	tetA(46)	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3003980	tetA(58)	tetA(58)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004035	tetA(60)	tetA(60)	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000180	tetA(P)	tetA(P)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000166	tet(B)	tet(B)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004033	tetB(46)	tetB(46)	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3003981	tetB(58)	tetB(58)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3004036	tetB(60)	tetB(60)	ATP-binding cassette (ABC) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000195	tetB(P)	tetB(P)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3000167	tet(C)	tet(C)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000168	tet(D)	tet(D)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000173	tet(E)	tet(E)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000174	tet(G)	tet(G)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000175	tet(H)	tet(H)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000177	tet(J)	tet(J)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000178	tet(K)	tet(K)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000179	tet(L)	tet(L)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000186	tet(M)	tet(M)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3000190	tet(O)	tet(O)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3007119	tet(O/32/O)	tet(O/32/O)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3007120	tet(O/M/O)	tet(O/M/O)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3007121	tet(O/W)	tet(O/W)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3007122	tet(O/W/32/O)	tet(O/W/32/O)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3007123	tet(O/W/O)	tet(O/W/O)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3000191	tet(Q)	tet(Q)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3003479	tetR	tetR	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux;antibiotic target alteration	tetracycline antibiotic	tetracycline antibiotic
ARO:3004653	tetR(G)	tetR(G)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000192	tet(S)	tet(S)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3000193	tet(T)	tet(T)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3000181	tet(V)	tet(V)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000194	tet(W)	tet(W)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3007124	tet(W/32/O)	tet(W/32/O)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3004442	tet(W/N/W)	tet(W/N/W)	tetracycline-resistant ribosomal protection protein	antibiotic target protection	tetracycline antibiotic	tetracycline antibiotic
ARO:3000205	tet(X)	tet(X)	tetracycline inactivation enzyme	antibiotic inactivation	glycylcycline	glycylcycline
ARO:3000205	tet(X)	tet(X)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3005166	tet(X1)	tet(X1)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004719	tet(X3)	tet(X3)	tetracycline inactivation enzyme	antibiotic inactivation	glycylcycline	glycylcycline
ARO:3004719	tet(X3)	tet(X3)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3004720	tet(X4)	tet(X4)	tetracycline inactivation enzyme	antibiotic inactivation	glycylcycline	glycylcycline
ARO:3004720	tet(X4)	tet(X4)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3005057	tet(X5)	tet(X5)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3005056	tet(X6)	tet(X6)	tetracycline inactivation enzyme	antibiotic inactivation	tetracycline antibiotic	tetracycline antibiotic
ARO:3000182	tet(Y)	tet(Y)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3000183	tet(Z)	tet(Z)	major facilitator superfamily (MFS) antibiotic efflux pump	antibiotic efflux	tetracycline antibiotic	tetracycline antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	glycopeptide antibiotic	glycopeptide antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	lincosamide antibiotic	lincosamide antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	macrolide antibiotic	macrolide antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	phenicol antibiotic	phenicol antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	pleuromutilin antibiotic	pleuromutilin antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	streptogramin A antibiotic	streptogramin A antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	streptogramin B antibiotic	streptogramin B antibiotic
ARO:3005083	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	Tthe_23S_PLM	23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	streptogramin antibiotic	streptogramin antibiotic
ARO:3005081	Thermus thermophilus uL3 mutations conferring resistance to pleuromutilin antibiotics	Tthe_uL3_PLM	Ribosomal protein mutation conferring resistance to pleuromutilin antibiotics	antibiotic target alteration	pleuromutilin antibiotic	pleuromutilin antibiotic
ARO:3007427	ThfT	ThfT	ECF transporter S component	resistance by host-dependent nutrient acquisition	sulfonamide antibiotic	sulfonamide antibiotic
ARO:3000851	THIN-B	THIN-B	THIN-B beta-lactamase	antibiotic inactivation	carbapenem	carbapenem
ARO:3000851	THIN-B	THIN-B	THIN-B beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3000851	THIN-B	THIN-B	THIN-B beta-lactamase	antibiotic inactivation	penicillin beta-lactam	penicillin antibiotic
ARO:3003202	TLA-1	TLA-1	TLA beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3003202	TLA-1	TLA-1	TLA beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3003203	TLA-2	TLA-2	TLA beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3003203	TLA-2	TLA-2	TLA beta-lactamase	antibiotic inactivation	monobactam	monobactam
ARO:3003204	TLA-3	TLA-3	TLA beta-lactamase	antibiotic inactivation	cephalosporin	cephalosporin
ARO:3003204	TLA-3	TLA-3	TLA beta-lactamase	antibiotic inactivation	monobactam	monobactam
